	ID	Window	GC_Content	Number of Reads
499	NZ_CP009617.1	(49900, 49999)	49.0	73
500	NZ_CP009617.1	(50000, 50099)	43.0	64
501	NZ_CP009617.1	(50100, 50199)	48.0	68
502	NZ_CP009617.1	(50200, 50299)	57.0	80
503	NZ_CP009617.1	(50300, 50399)	50.0	87
504	NZ_CP009617.1	(50400, 50499)	41.0	72
505	NZ_CP009617.1	(50500, 50599)	50.0	91
506	NZ_CP009617.1	(50600, 50699)	41.0	90
507	NZ_CP009617.1	(50700, 50799)	41.0	76
508	NZ_CP009617.1	(50800, 50899)	49.0	94
509	NZ_CP009617.1	(50900, 50999)	41.0	86
510	NZ_CP009617.1	(51000, 51099)	52.0	78
511	NZ_CP009617.1	(51100, 51199)	43.0	93
512	NZ_CP009617.1	(51200, 51299)	49.0	74
513	NZ_CP009617.1	(51300, 51399)	49.0	106
514	NZ_CP009617.1	(51400, 51499)	36.0	99
515	NZ_CP009617.1	(51500, 51599)	35.0	102
516	NZ_CP009617.1	(51600, 51699)	36.0	92
517	NZ_CP009617.1	(51700, 51799)	52.0	71
518	NZ_CP009617.1	(51800, 51899)	46.0	84
519	NZ_CP009617.1	(51900, 51999)	43.0	95
520	NZ_CP009617.1	(52000, 52099)	49.0	75
521	NZ_CP009617.1	(52100, 52199)	42.0	96
522	NZ_CP009617.1	(52200, 52299)	50.0	73
523	NZ_CP009617.1	(52300, 52399)	44.0	74
524	NZ_CP009617.1	(52400, 52499)	43.0	77
525	NZ_CP009617.1	(52500, 52599)	41.0	59
526	NZ_CP009617.1	(52600, 52699)	54.0	55
527	NZ_CP009617.1	(52700, 52799)	47.0	67
528	NZ_CP009617.1	(52800, 52899)	43.0	63
529	NZ_CP009617.1	(52900, 52999)	49.0	75
530	NZ_CP009617.1	(53000, 53099)	50.0	73
531	NZ_CP009617.1	(53100, 53199)	57.0	66
532	NZ_CP009617.1	(53200, 53299)	42.0	65
533	NZ_CP009617.1	(53300, 53399)	57.0	55
534	NZ_CP009617.1	(53400, 53499)	46.0	68
535	NZ_CP009617.1	(53500, 53599)	46.0	73
536	NZ_CP009617.1	(53600, 53699)	50.0	50
537	NZ_CP009617.1	(53700, 53799)	53.0	56
538	NZ_CP009617.1	(53800, 53899)	49.0	77
539	NZ_CP009617.1	(53900, 53999)	47.0	87
540	NZ_CP009617.1	(54000, 54099)	55.0	85
541	NZ_CP009617.1	(54100, 54199)	49.0	80
542	NZ_CP009617.1	(54200, 54299)	49.0	70
543	NZ_CP009617.1	(54300, 54399)	53.0	80
544	NZ_CP009617.1	(54400, 54499)	61.0	81
545	NZ_CP009617.1	(54500, 54599)	48.0	65
546	NZ_CP009617.1	(54600, 54699)	49.0	80
547	NZ_CP009617.1	(54700, 54799)	49.0	78
548	NZ_CP009617.1	(54800, 54899)	48.0	83
549	NZ_CP009617.1	(54900, 54999)	50.0	73
550	NZ_CP009617.1	(55000, 55099)	43.0	97
551	NZ_CP009617.1	(55100, 55199)	48.0	107
552	NZ_CP009617.1	(55200, 55299)	52.0	89
553	NZ_CP009617.1	(55300, 55399)	35.0	126
554	NZ_CP009617.1	(55400, 55499)	31.0	112
555	NZ_CP009617.1	(55500, 55599)	34.0	120
556	NZ_CP009617.1	(55600, 55699)	48.0	106
557	NZ_CP009617.1	(55700, 55799)	47.0	97
558	NZ_CP009617.1	(55800, 55899)	46.0	120
559	NZ_CP009617.1	(55900, 55999)	45.0	92
560	NZ_CP009617.1	(56000, 56099)	46.0	98
561	NZ_CP009617.1	(56100, 56199)	40.0	97
562	NZ_CP009617.1	(56200, 56299)	51.0	72
563	NZ_CP009617.1	(56300, 56399)	51.0	60
564	NZ_CP009617.1	(56400, 56499)	53.0	58
565	NZ_CP009617.1	(56500, 56599)	51.0	43
566	NZ_CP009617.1	(56600, 56699)	54.0	52
567	NZ_CP009617.1	(56700, 56799)	47.0	86
568	NZ_CP009617.1	(56800, 56899)	44.0	100
569	NZ_CP009617.1	(56900, 56999)	29.0	75
570	NZ_CP009617.1	(57000, 57099)	41.0	80
571	NZ_CP009617.1	(57100, 57199)	49.0	89
572	NZ_CP009617.1	(57200, 57299)	42.0	67
573	NZ_CP009617.1	(57300, 57399)	55.0	52
574	NZ_CP009617.1	(57400, 57499)	47.0	48
575	NZ_CP009617.1	(57500, 57599)	48.0	74
576	NZ_CP009617.1	(57600, 57699)	40.0	62
577	NZ_CP009617.1	(57700, 57799)	47.0	66
578	NZ_CP009617.1	(57800, 57899)	45.0	67
579	NZ_CP009617.1	(57900, 57999)	53.0	64
580	NZ_CP009617.1	(58000, 58099)	52.0	45
581	NZ_CP009617.1	(58100, 58199)	53.0	65
582	NZ_CP009617.1	(58200, 58299)	59.0	58
583	NZ_CP009617.1	(58300, 58399)	54.0	59
584	NZ_CP009617.1	(58400, 58499)	48.0	78
585	NZ_CP009617.1	(58500, 58599)	45.0	65
586	NZ_CP009617.1	(58600, 58699)	37.0	69
587	NZ_CP009617.1	(58700, 58799)	45.0	79
588	NZ_CP009617.1	(58800, 58899)	45.0	78
589	NZ_CP009617.1	(58900, 58999)	40.0	82
590	NZ_CP009617.1	(59000, 59099)	41.0	84
591	NZ_CP009617.1	(59100, 59199)	56.0	73
592	NZ_CP009617.1	(59200, 59299)	50.0	74
593	NZ_CP009617.1	(59300, 59399)	43.0	86
594	NZ_CP009617.1	(59400, 59499)	45.0	88
595	NZ_CP009617.1	(59500, 59599)	46.0	95
596	NZ_CP009617.1	(59600, 59699)	49.0	76
597	NZ_CP009617.1	(59700, 59799)	52.0	69
598	NZ_CP009617.1	(59800, 59899)	45.0	93
599	NZ_CP009617.1	(59900, 59999)	51.0	78
600	NZ_CP009617.1	(60000, 60099)	52.0	86
601	NZ_CP009617.1	(60100, 60199)	44.0	63
602	NZ_CP009617.1	(60200, 60299)	50.0	76
603	NZ_CP009617.1	(60300, 60399)	46.0	57
604	NZ_CP009617.1	(60400, 60499)	44.0	68
605	NZ_CP009617.1	(60500, 60599)	42.0	68
606	NZ_CP009617.1	(60600, 60699)	48.0	72
607	NZ_CP009617.1	(60700, 60799)	48.0	74
608	NZ_CP009617.1	(60800, 60899)	50.0	69
609	NZ_CP009617.1	(60900, 60999)	49.0	64
610	NZ_CP009617.1	(61000, 61099)	50.0	63
611	NZ_CP009617.1	(61100, 61199)	46.0	67
612	NZ_CP009617.1	(61200, 61299)	55.0	67
613	NZ_CP009617.1	(61300, 61399)	60.0	48
614	NZ_CP009617.1	(61400, 61499)	49.0	73
615	NZ_CP009617.1	(61500, 61599)	41.0	79
616	NZ_CP009617.1	(61600, 61699)	46.0	61
617	NZ_CP009617.1	(61700, 61799)	55.0	55
618	NZ_CP009617.1	(61800, 61899)	48.0	88
619	NZ_CP009617.1	(61900, 61999)	52.0	79
620	NZ_CP009617.1	(62000, 62099)	43.0	89
621	NZ_CP009617.1	(62100, 62199)	43.0	74
622	NZ_CP009617.1	(62200, 62299)	46.0	88
623	NZ_CP009617.1	(62300, 62399)	59.0	68
624	NZ_CP009617.1	(62400, 62499)	52.0	99
625	NZ_CP009617.1	(62500, 62599)	47.0	77
626	NZ_CP009617.1	(62600, 62699)	52.0	87
627	NZ_CP009617.1	(62700, 62799)	46.0	86
628	NZ_CP009617.1	(62800, 62899)	49.0	114
629	NZ_CP009617.1	(62900, 62999)	43.0	100
630	NZ_CP009617.1	(63000, 63099)	49.0	70
631	NZ_CP009617.1	(63100, 63199)	48.0	85
632	NZ_CP009617.1	(63200, 63299)	45.0	78
633	NZ_CP009617.1	(63300, 63399)	52.0	67
634	NZ_CP009617.1	(63400, 63499)	51.0	62
635	NZ_CP009617.1	(63500, 63599)	50.0	86
636	NZ_CP009617.1	(63600, 63699)	43.0	65
637	NZ_CP009617.1	(63700, 63799)	55.0	62
638	NZ_CP009617.1	(63800, 63899)	53.0	66
639	NZ_CP009617.1	(63900, 63999)	45.0	65
640	NZ_CP009617.1	(64000, 64099)	49.0	80
641	NZ_CP009617.1	(64100, 64199)	46.0	91
642	NZ_CP009617.1	(64200, 64299)	38.0	83
643	NZ_CP009617.1	(64300, 64399)	51.0	60
644	NZ_CP009617.1	(64400, 64499)	50.0	78
645	NZ_CP009617.1	(64500, 64599)	49.0	77
646	NZ_CP009617.1	(64600, 64699)	42.0	81
647	NZ_CP009617.1	(64700, 64799)	52.0	84
648	NZ_CP009617.1	(64800, 64899)	49.0	86
649	NZ_CP009617.1	(64900, 64999)	53.0	50
650	NZ_CP009617.1	(65000, 65099)	47.0	63
651	NZ_CP009617.1	(65100, 65199)	47.0	74
652	NZ_CP009617.1	(65200, 65299)	34.0	58
653	NZ_CP009617.1	(65300, 65399)	53.0	63
654	NZ_CP009617.1	(65400, 65499)	42.0	91
655	NZ_CP009617.1	(65500, 65599)	53.0	78
656	NZ_CP009617.1	(65600, 65699)	43.0	96
657	NZ_CP009617.1	(65700, 65799)	49.0	70
658	NZ_CP009617.1	(65800, 65899)	57.0	87
659	NZ_CP009617.1	(65900, 65999)	46.0	85
660	NZ_CP009617.1	(66000, 66099)	49.0	96
661	NZ_CP009617.1	(66100, 66199)	53.0	81
662	NZ_CP009617.1	(66200, 66299)	44.0	74
663	NZ_CP009617.1	(66300, 66399)	52.0	76
664	NZ_CP009617.1	(66400, 66499)	49.0	67
665	NZ_CP009617.1	(66500, 66599)	55.0	81
666	NZ_CP009617.1	(66600, 66699)	48.0	44
667	NZ_CP009617.1	(66700, 66799)	44.0	22
668	NZ_CP009617.1	(66800, 66899)	52.0	61
669	NZ_CP009617.1	(66900, 66999)	46.0	57
670	NZ_CP009617.1	(67000, 67099)	54.0	75
671	NZ_CP009617.1	(67100, 67199)	48.0	61
672	NZ_CP009617.1	(67200, 67299)	45.0	58
673	NZ_CP009617.1	(67300, 67399)	50.0	57
674	NZ_CP009617.1	(67400, 67499)	48.0	65
675	NZ_CP009617.1	(67500, 67599)	42.0	78
676	NZ_CP009617.1	(67600, 67699)	44.0	74
677	NZ_CP009617.1	(67700, 67799)	47.0	84
678	NZ_CP009617.1	(67800, 67899)	47.0	63
679	NZ_CP009617.1	(67900, 67999)	55.0	67
680	NZ_CP009617.1	(68000, 68099)	53.0	65
681	NZ_CP009617.1	(68100, 68199)	51.0	76
682	NZ_CP009617.1	(68200, 68299)	50.0	76
683	NZ_CP009617.1	(68300, 68399)	50.0	82
684	NZ_CP009617.1	(68400, 68499)	55.0	71
685	NZ_CP009617.1	(68500, 68599)	52.0	78
686	NZ_CP009617.1	(68600, 68699)	49.0	76
687	NZ_CP009617.1	(68700, 68799)	38.0	4
688	NZ_CP009617.1	(68800, 68899)	42.0	76
689	NZ_CP009617.1	(68900, 68999)	44.0	76
690	NZ_CP009617.1	(69000, 69099)	42.0	79
691	NZ_CP009617.1	(69100, 69199)	36.0	102
692	NZ_CP009617.1	(69200, 69299)	31.0	112
693	NZ_CP009617.1	(69300, 69399)	40.0	93
694	NZ_CP009617.1	(69400, 69499)	40.0	112
695	NZ_CP009617.1	(69500, 69599)	41.0	85
696	NZ_CP009617.1	(69600, 69699)	27.0	127
697	NZ_CP009617.1	(69700, 69799)	45.0	87
698	NZ_CP009617.1	(69800, 69899)	42.0	89
699	NZ_CP009617.1	(69900, 69999)	47.0	82
700	NZ_CP009617.1	(70000, 70099)	48.0	76
701	NZ_CP009617.1	(70100, 70199)	52.0	64
702	NZ_CP009617.1	(70200, 70299)	52.0	70
703	NZ_CP009617.1	(70300, 70399)	41.0	74
704	NZ_CP009617.1	(70400, 70499)	47.0	64
705	NZ_CP009617.1	(70500, 70599)	50.0	69
706	NZ_CP009617.1	(70600, 70699)	50.0	49
707	NZ_CP009617.1	(70700, 70799)	59.0	74
708	NZ_CP009617.1	(70800, 70899)	47.0	74
709	NZ_CP009617.1	(70900, 70999)	55.0	72
710	NZ_CP009617.1	(71000, 71099)	50.0	79
711	NZ_CP009617.1	(71100, 71199)	47.0	64
712	NZ_CP009617.1	(71200, 71299)	52.0	85
713	NZ_CP009617.1	(71300, 71399)	49.0	62
714	NZ_CP009617.1	(71400, 71499)	47.0	92
715	NZ_CP009617.1	(71500, 71599)	53.0	59
716	NZ_CP009617.1	(71600, 71699)	49.0	91
717	NZ_CP009617.1	(71700, 71799)	40.0	85
718	NZ_CP009617.1	(71800, 71899)	51.0	85
719	NZ_CP009617.1	(71900, 71999)	49.0	71
720	NZ_CP009617.1	(72000, 72099)	53.0	80
721	NZ_CP009617.1	(72100, 72199)	52.0	86
722	NZ_CP009617.1	(72200, 72299)	46.0	78
723	NZ_CP009617.1	(72300, 72399)	57.0	66
724	NZ_CP009617.1	(72400, 72499)	48.0	79
725	NZ_CP009617.1	(72500, 72599)	45.0	108
726	NZ_CP009617.1	(72600, 72699)	44.0	99
727	NZ_CP009617.1	(72700, 72799)	25.0	116
728	NZ_CP009617.1	(72800, 72899)	43.0	102
729	NZ_CP009617.1	(72900, 72999)	34.0	108
730	NZ_CP009617.1	(73000, 73099)	30.0	82
731	NZ_CP009617.1	(73100, 73199)	42.0	122
732	NZ_CP009617.1	(73200, 73299)	44.0	100
733	NZ_CP009617.1	(73300, 73399)	39.0	100
734	NZ_CP009617.1	(73400, 73499)	52.0	92
735	NZ_CP009617.1	(73500, 73599)	56.0	81
736	NZ_CP009617.1	(73600, 73699)	51.0	86
737	NZ_CP009617.1	(73700, 73799)	38.0	79
738	NZ_CP009617.1	(73800, 73899)	46.0	64
739	NZ_CP009617.1	(73900, 73999)	49.0	105
740	NZ_CP009617.1	(74000, 74099)	38.0	80
741	NZ_CP009617.1	(74100, 74199)	40.0	59
742	NZ_CP009617.1	(74200, 74299)	43.0	64
743	NZ_CP009617.1	(74300, 74399)	49.0	77
744	NZ_CP009617.1	(74400, 74499)	51.0	74
745	NZ_CP009617.1	(74500, 74599)	46.0	84
746	NZ_CP009617.1	(74600, 74699)	47.0	68
747	NZ_CP009617.1	(74700, 74799)	45.0	72
748	NZ_CP009617.1	(74800, 74899)	44.0	82
749	NZ_CP009617.1	(74900, 74999)	39.0	87
750	NZ_CP009617.1	(75000, 75099)	30.0	95
751	NZ_CP009617.1	(75100, 75199)	50.0	65
752	NZ_CP009617.1	(75200, 75299)	46.0	71
753	NZ_CP009617.1	(75300, 75399)	46.0	103
754	NZ_CP009617.1	(75400, 75499)	36.0	94
755	NZ_CP009617.1	(75500, 75599)	43.0	95
756	NZ_CP009617.1	(75600, 75699)	46.0	83
757	NZ_CP009617.1	(75700, 75799)	46.0	92
758	NZ_CP009617.1	(75800, 75899)	50.0	98
759	NZ_CP009617.1	(75900, 75999)	45.0	93
760	NZ_CP009617.1	(76000, 76099)	45.0	99
761	NZ_CP009617.1	(76100, 76199)	46.0	101
762	NZ_CP009617.1	(76200, 76299)	40.0	94
763	NZ_CP009617.1	(76300, 76399)	50.0	80
764	NZ_CP009617.1	(76400, 76499)	48.0	92
765	NZ_CP009617.1	(76500, 76599)	47.0	80
766	NZ_CP009617.1	(76600, 76699)	45.0	103
767	NZ_CP009617.1	(76700, 76799)	50.0	91
768	NZ_CP009617.1	(76800, 76899)	49.0	104
769	NZ_CP009617.1	(76900, 76999)	42.0	89
770	NZ_CP009617.1	(77000, 77099)	43.0	87
771	NZ_CP009617.1	(77100, 77199)	50.0	97
772	NZ_CP009617.1	(77200, 77299)	44.0	96
773	NZ_CP009617.1	(77300, 77399)	41.0	98
774	NZ_CP009617.1	(77400, 77499)	48.0	75
775	NZ_CP009617.1	(77500, 77599)	46.0	79
776	NZ_CP009617.1	(77600, 77699)	49.0	71
777	NZ_CP009617.1	(77700, 77799)	47.0	99
778	NZ_CP009617.1	(77800, 77899)	50.0	89
779	NZ_CP009617.1	(77900, 77999)	40.0	76
780	NZ_CP009617.1	(78000, 78099)	42.0	76
781	NZ_CP009617.1	(78100, 78199)	48.0	77
782	NZ_CP009617.1	(78200, 78299)	48.0	77
783	NZ_CP009617.1	(78300, 78399)	50.0	82
784	NZ_CP009617.1	(78400, 78499)	50.0	77
785	NZ_CP009617.1	(78500, 78599)	48.0	88
786	NZ_CP009617.1	(78600, 78699)	40.0	85
787	NZ_CP009617.1	(78700, 78799)	44.0	93
788	NZ_CP009617.1	(78800, 78899)	43.0	10
789	NZ_CP009617.1	(78900, 78999)	52.0	121
790	NZ_CP009617.1	(79000, 79099)	46.0	89
791	NZ_CP009617.1	(79100, 79199)	46.0	84
792	NZ_CP009617.1	(79200, 79299)	53.0	101
793	NZ_CP009617.1	(79300, 79399)	48.0	86
794	NZ_CP009617.1	(79400, 79499)	46.0	87
795	NZ_CP009617.1	(79500, 79599)	54.0	99
796	NZ_CP009617.1	(79600, 79699)	46.0	100
797	NZ_CP009617.1	(79700, 79799)	48.0	96
798	NZ_CP009617.1	(79800, 79899)	31.0	125
799	NZ_CP009617.1	(79900, 79999)	42.0	88
800	NZ_CP009617.1	(80000, 80099)	47.0	85
801	NZ_CP009617.1	(80100, 80199)	51.0	87
802	NZ_CP009617.1	(80200, 80299)	45.0	84
803	NZ_CP009617.1	(80300, 80399)	49.0	81
804	NZ_CP009617.1	(80400, 80499)	48.0	66
805	NZ_CP009617.1	(80500, 80599)	56.0	77
806	NZ_CP009617.1	(80600, 80699)	43.0	71
807	NZ_CP009617.1	(80700, 80799)	51.0	87
808	NZ_CP009617.1	(80800, 80899)	49.0	61
809	NZ_CP009617.1	(80900, 80999)	51.0	92
810	NZ_CP009617.1	(81000, 81099)	47.0	116
811	NZ_CP009617.1	(81100, 81199)	49.0	93
812	NZ_CP009617.1	(81200, 81299)	43.0	109
813	NZ_CP009617.1	(81300, 81399)	47.0	102
814	NZ_CP009617.1	(81400, 81499)	46.0	117
815	NZ_CP009617.1	(81500, 81599)	34.0	109
816	NZ_CP009617.1	(81600, 81699)	41.0	111
817	NZ_CP009617.1	(81700, 81799)	45.0	68
818	NZ_CP009617.1	(81800, 81899)	51.0	104
819	NZ_CP009617.1	(81900, 81999)	50.0	82
820	NZ_CP009617.1	(82000, 82099)	36.0	93
821	NZ_CP009617.1	(82100, 82199)	42.0	85
822	NZ_CP009617.1	(82200, 82299)	47.0	82
823	NZ_CP009617.1	(82300, 82399)	50.0	77
824	NZ_CP009617.1	(82400, 82499)	58.0	61
825	NZ_CP009617.1	(82500, 82599)	46.0	78
826	NZ_CP009617.1	(82600, 82699)	53.0	69
827	NZ_CP009617.1	(82700, 82799)	49.0	95
828	NZ_CP009617.1	(82800, 82899)	50.0	55
829	NZ_CP009617.1	(82900, 82999)	51.0	71
830	NZ_CP009617.1	(83000, 83099)	52.0	73
831	NZ_CP009617.1	(83100, 83199)	49.0	99
832	NZ_CP009617.1	(83200, 83299)	44.0	79
833	NZ_CP009617.1	(83300, 83399)	49.0	97
834	NZ_CP009617.1	(83400, 83499)	56.0	79
835	NZ_CP009617.1	(83500, 83599)	46.0	81
836	NZ_CP009617.1	(83600, 83699)	51.0	90
837	NZ_CP009617.1	(83700, 83799)	51.0	91
838	NZ_CP009617.1	(83800, 83899)	45.0	78
839	NZ_CP009617.1	(83900, 83999)	54.0	77
840	NZ_CP009617.1	(84000, 84099)	51.0	66
841	NZ_CP009617.1	(84100, 84199)	51.0	90
842	NZ_CP009617.1	(84200, 84299)	48.0	80
843	NZ_CP009617.1	(84300, 84399)	47.0	83
844	NZ_CP009617.1	(84400, 84499)	52.0	74
845	NZ_CP009617.1	(84500, 84599)	48.0	74
846	NZ_CP009617.1	(84600, 84699)	49.0	81
847	NZ_CP009617.1	(84700, 84799)	50.0	76
848	NZ_CP009617.1	(84800, 84899)	46.0	78
849	NZ_CP009617.1	(84900, 84999)	51.0	76
850	NZ_CP009617.1	(85000, 85099)	47.0	72
851	NZ_CP009617.1	(85100, 85199)	53.0	90
852	NZ_CP009617.1	(85200, 85299)	43.0	69
853	NZ_CP009617.1	(85300, 85399)	47.0	76
854	NZ_CP009617.1	(85400, 85499)	49.0	75
855	NZ_CP009617.1	(85500, 85599)	45.0	95
856	NZ_CP009617.1	(85600, 85699)	48.0	88
857	NZ_CP009617.1	(85700, 85799)	47.0	72
858	NZ_CP009617.1	(85800, 85899)	47.0	83
859	NZ_CP009617.1	(85900, 85999)	47.0	95
860	NZ_CP009617.1	(86000, 86099)	48.0	74
861	NZ_CP009617.1	(86100, 86199)	43.0	82
862	NZ_CP009617.1	(86200, 86299)	51.0	99
863	NZ_CP009617.1	(86300, 86399)	45.0	77
864	NZ_CP009617.1	(86400, 86499)	40.0	101
865	NZ_CP009617.1	(86500, 86599)	50.0	99
866	NZ_CP009617.1	(86600, 86699)	42.0	80
867	NZ_CP009617.1	(86700, 86799)	43.0	91
868	NZ_CP009617.1	(86800, 86899)	46.0	67
869	NZ_CP009617.1	(86900, 86999)	52.0	100
870	NZ_CP009617.1	(87000, 87099)	38.0	83
871	NZ_CP009617.1	(87100, 87199)	31.0	88
872	NZ_CP009617.1	(87200, 87299)	45.0	68
873	NZ_CP009617.1	(87300, 87399)	47.0	83
874	NZ_CP009617.1	(87400, 87499)	50.0	83
875	NZ_CP009617.1	(87500, 87599)	40.0	75
876	NZ_CP009617.1	(87600, 87699)	46.0	76
877	NZ_CP009617.1	(87700, 87799)	45.0	67
878	NZ_CP009617.1	(87800, 87899)	47.0	58
879	NZ_CP009617.1	(87900, 87999)	53.0	62
880	NZ_CP009617.1	(88000, 88099)	44.0	69
881	NZ_CP009617.1	(88100, 88199)	45.0	69
882	NZ_CP009617.1	(88200, 88299)	49.0	66
883	NZ_CP009617.1	(88300, 88399)	46.0	71
884	NZ_CP009617.1	(88400, 88499)	47.0	73
885	NZ_CP009617.1	(88500, 88599)	54.0	55
886	NZ_CP009617.1	(88600, 88699)	52.0	58
887	NZ_CP009617.1	(88700, 88799)	47.0	74
888	NZ_CP009617.1	(88800, 88899)	48.0	79
889	NZ_CP009617.1	(88900, 88999)	43.0	77
890	NZ_CP009617.1	(89000, 89099)	53.0	66
891	NZ_CP009617.1	(89100, 89199)	48.0	88
892	NZ_CP009617.1	(89200, 89299)	44.0	108
893	NZ_CP009617.1	(89300, 89399)	44.0	91
894	NZ_CP009617.1	(89400, 89499)	51.0	82
895	NZ_CP009617.1	(89500, 89599)	56.0	89
896	NZ_CP009617.1	(89600, 89699)	45.0	95
897	NZ_CP009617.1	(89700, 89799)	39.0	114
898	NZ_CP009617.1	(89800, 89899)	35.0	119
899	NZ_CP009617.1	(89900, 89999)	37.0	128
900	NZ_CP009617.1	(90000, 90099)	56.0	135
901	NZ_CP009617.1	(90100, 90199)	48.0	108
902	NZ_CP009617.1	(90200, 90299)	45.0	68
903	NZ_CP009617.1	(90300, 90399)	50.0	79
904	NZ_CP009617.1	(90400, 90499)	51.0	80
905	NZ_CP009617.1	(90500, 90599)	51.0	180
906	NZ_CP009617.1	(90600, 90699)	40.0	31
907	NZ_CP009617.1	(90700, 90799)	38.0	0
908	NZ_CP009617.1	(90800, 90899)	51.0	0
909	NZ_CP009617.1	(90900, 90999)	40.0	2
910	NZ_CP009617.1	(91000, 91099)	32.0	0
911	NZ_CP009617.1	(91100, 91199)	22.0	0
912	NZ_CP009617.1	(91200, 91299)	28.0	61
913	NZ_CP009617.1	(91300, 91399)	32.0	111
914	NZ_CP009617.1	(91400, 91499)	38.0	102
915	NZ_CP009617.1	(91500, 91599)	39.0	75
916	NZ_CP009617.1	(91600, 91699)	50.0	75
917	NZ_CP009617.1	(91700, 91799)	54.0	90
918	NZ_CP009617.1	(91800, 91899)	41.0	69
919	NZ_CP009617.1	(91900, 91999)	51.0	85
920	NZ_CP009617.1	(92000, 92099)	56.0	76
921	NZ_CP009617.1	(92100, 92199)	46.0	79
922	NZ_CP009617.1	(92200, 92299)	50.0	78
923	NZ_CP009617.1	(92300, 92399)	49.0	95
924	NZ_CP009617.1	(92400, 92499)	48.0	96
925	NZ_CP009617.1	(92500, 92599)	46.0	57
926	NZ_CP009617.1	(92600, 92699)	52.0	77
927	NZ_CP009617.1	(92700, 92799)	48.0	68
928	NZ_CP009617.1	(92800, 92899)	50.0	87
929	NZ_CP009617.1	(92900, 92999)	54.0	61
930	NZ_CP009617.1	(93000, 93099)	37.0	100
931	NZ_CP009617.1	(93100, 93199)	52.0	82
932	NZ_CP009617.1	(93200, 93299)	38.0	96
933	NZ_CP009617.1	(93300, 93399)	39.0	116
934	NZ_CP009617.1	(93400, 93499)	54.0	92
935	NZ_CP009617.1	(93500, 93599)	42.0	104
936	NZ_CP009617.1	(93600, 93699)	48.0	78
937	NZ_CP009617.1	(93700, 93799)	44.0	87
938	NZ_CP009617.1	(93800, 93899)	49.0	85
939	NZ_CP009617.1	(93900, 93999)	48.0	84
940	NZ_CP009617.1	(94000, 94099)	48.0	71
941	NZ_CP009617.1	(94100, 94199)	47.0	70
942	NZ_CP009617.1	(94200, 94299)	49.0	90
943	NZ_CP009617.1	(94300, 94399)	52.0	75
944	NZ_CP009617.1	(94400, 94499)	50.0	82
945	NZ_CP009617.1	(94500, 94599)	48.0	78
946	NZ_CP009617.1	(94600, 94699)	44.0	91
947	NZ_CP009617.1	(94700, 94799)	48.0	84
948	NZ_CP009617.1	(94800, 94899)	51.0	78
949	NZ_CP009617.1	(94900, 94999)	42.0	75
950	NZ_CP009617.1	(95000, 95099)	43.0	86
951	NZ_CP009617.1	(95100, 95199)	49.0	89
952	NZ_CP009617.1	(95200, 95299)	53.0	76
953	NZ_CP009617.1	(95300, 95399)	48.0	74
954	NZ_CP009617.1	(95400, 95499)	44.0	81
955	NZ_CP009617.1	(95500, 95599)	54.0	81
956	NZ_CP009617.1	(95600, 95699)	45.0	69
957	NZ_CP009617.1	(95700, 95799)	48.0	69
958	NZ_CP009617.1	(95800, 95899)	51.0	76
959	NZ_CP009617.1	(95900, 95999)	45.0	64
960	NZ_CP009617.1	(96000, 96099)	51.0	75
961	NZ_CP009617.1	(96100, 96199)	44.0	67
962	NZ_CP009617.1	(96200, 96299)	52.0	52
963	NZ_CP009617.1	(96300, 96399)	50.0	60
964	NZ_CP009617.1	(96400, 96499)	50.0	57
965	NZ_CP009617.1	(96500, 96599)	46.0	79
966	NZ_CP009617.1	(96600, 96699)	52.0	56
967	NZ_CP009617.1	(96700, 96799)	51.0	58
968	NZ_CP009617.1	(96800, 96899)	49.0	102
969	NZ_CP009617.1	(96900, 96999)	42.0	74
970	NZ_CP009617.1	(97000, 97099)	38.0	115
971	NZ_CP009617.1	(97100, 97199)	37.0	108
972	NZ_CP009617.1	(97200, 97299)	47.0	95
973	NZ_CP009617.1	(97300, 97399)	53.0	77
974	NZ_CP009617.1	(97400, 97499)	46.0	102
975	NZ_CP009617.1	(97500, 97599)	49.0	100
976	NZ_CP009617.1	(97600, 97699)	58.0	73
977	NZ_CP009617.1	(97700, 97799)	50.0	71
978	NZ_CP009617.1	(97800, 97899)	45.0	82
979	NZ_CP009617.1	(97900, 97999)	49.0	79
980	NZ_CP009617.1	(98000, 98099)	47.0	87
981	NZ_CP009617.1	(98100, 98199)	38.0	86
982	NZ_CP009617.1	(98200, 98299)	49.0	91
983	NZ_CP009617.1	(98300, 98399)	45.0	85
984	NZ_CP009617.1	(98400, 98499)	46.0	86
985	NZ_CP009617.1	(98500, 98599)	43.0	60
986	NZ_CP009617.1	(98600, 98699)	51.0	64
987	NZ_CP009617.1	(98700, 98799)	46.0	90
988	NZ_CP009617.1	(98800, 98899)	42.0	98
989	NZ_CP009617.1	(98900, 98999)	36.0	100
990	NZ_CP009617.1	(99000, 99099)	46.0	64
991	NZ_CP009617.1	(99100, 99199)	49.0	74
992	NZ_CP009617.1	(99200, 99299)	49.0	77
993	NZ_CP009617.1	(99300, 99399)	50.0	75
994	NZ_CP009617.1	(99400, 99499)	44.0	72
995	NZ_CP009617.1	(99500, 99599)	58.0	79
996	NZ_CP009617.1	(99600, 99699)	46.0	75
997	NZ_CP009617.1	(99700, 99799)	44.0	80
