REFID,window,GC,hits
NZ_CP009617.1,"(51800, 51899)",46.0,87
NZ_CP009617.1,"(51900, 51999)",43.0,95
NZ_CP009617.1,"(52000, 52099)",49.0,75
NZ_CP009617.1,"(52100, 52199)",42.0,96
NZ_CP009617.1,"(52200, 52299)",50.0,74
NZ_CP009617.1,"(52300, 52399)",44.0,73
NZ_CP009617.1,"(52400, 52499)",43.0,80
NZ_CP009617.1,"(52500, 52599)",41.0,60
NZ_CP009617.1,"(52600, 52699)",54.0,57
NZ_CP009617.1,"(52700, 52799)",47.0,66
NZ_CP009617.1,"(52800, 52899)",43.0,65
NZ_CP009617.1,"(52900, 52999)",49.0,74
NZ_CP009617.1,"(53000, 53099)",50.0,75
NZ_CP009617.1,"(53100, 53199)",57.0,65
NZ_CP009617.1,"(53200, 53299)",42.0,66
NZ_CP009617.1,"(53300, 53399)",57.0,51
NZ_CP009617.1,"(53400, 53499)",46.0,77
NZ_CP009617.1,"(53500, 53599)",46.0,79
NZ_CP009617.1,"(53600, 53699)",50.0,51
NZ_CP009617.1,"(53700, 53799)",53.0,43
NZ_CP009617.1,"(53800, 53899)",49.0,92
NZ_CP009617.1,"(53900, 53999)",47.0,89
NZ_CP009617.1,"(54000, 54099)",55.0,83
NZ_CP009617.1,"(54100, 54199)",49.0,81
NZ_CP009617.1,"(54200, 54299)",49.0,71
NZ_CP009617.1,"(54300, 54399)",53.0,80
NZ_CP009617.1,"(54400, 54499)",61.0,80
NZ_CP009617.1,"(54500, 54599)",48.0,67
NZ_CP009617.1,"(54600, 54699)",49.0,80
NZ_CP009617.1,"(54700, 54799)",49.0,80
NZ_CP009617.1,"(54800, 54899)",48.0,83
NZ_CP009617.1,"(54900, 54999)",50.0,73
NZ_CP009617.1,"(55000, 55099)",43.0,99
NZ_CP009617.1,"(55100, 55199)",48.0,107
NZ_CP009617.1,"(55200, 55299)",52.0,88
NZ_CP009617.1,"(55300, 55399)",35.0,129
NZ_CP009617.1,"(55400, 55499)",31.0,111
NZ_CP009617.1,"(55500, 55599)",34.0,122
NZ_CP009617.1,"(55600, 55699)",48.0,105
NZ_CP009617.1,"(55700, 55799)",47.0,96
NZ_CP009617.1,"(55800, 55899)",46.0,120
NZ_CP009617.1,"(55900, 55999)",45.0,91
NZ_CP009617.1,"(56000, 56099)",46.0,97
NZ_CP009617.1,"(56100, 56199)",40.0,99
NZ_CP009617.1,"(56200, 56299)",51.0,74
NZ_CP009617.1,"(56300, 56399)",51.0,61
NZ_CP009617.1,"(56400, 56499)",53.0,60
NZ_CP009617.1,"(56500, 56599)",51.0,49
NZ_CP009617.1,"(56600, 56699)",54.0,51
NZ_CP009617.1,"(56700, 56799)",47.0,84
NZ_CP009617.1,"(56800, 56899)",44.0,108
NZ_CP009617.1,"(56900, 56999)",29.0,76
NZ_CP009617.1,"(57000, 57099)",41.0,80
NZ_CP009617.1,"(57100, 57199)",49.0,89
NZ_CP009617.1,"(57200, 57299)",42.0,68
NZ_CP009617.1,"(57300, 57399)",55.0,54
NZ_CP009617.1,"(57400, 57499)",47.0,31
NZ_CP009617.1,"(57500, 57599)",48.0,91
NZ_CP009617.1,"(57600, 57699)",40.0,62
NZ_CP009617.1,"(57700, 57799)",47.0,66
NZ_CP009617.1,"(57800, 57899)",45.0,68
NZ_CP009617.1,"(57900, 57999)",53.0,70
NZ_CP009617.1,"(58000, 58099)",52.0,44
NZ_CP009617.1,"(58100, 58199)",53.0,85
NZ_CP009617.1,"(58200, 58299)",59.0,61
NZ_CP009617.1,"(58300, 58399)",54.0,60
NZ_CP009617.1,"(58400, 58499)",48.0,77
NZ_CP009617.1,"(58500, 58599)",45.0,66
NZ_CP009617.1,"(58600, 58699)",37.0,69
NZ_CP009617.1,"(58700, 58799)",45.0,80
NZ_CP009617.1,"(58800, 58899)",45.0,78
NZ_CP009617.1,"(58900, 58999)",40.0,82
NZ_CP009617.1,"(59000, 59099)",41.0,84
NZ_CP009617.1,"(59100, 59199)",56.0,73
NZ_CP009617.1,"(59200, 59299)",50.0,75
NZ_CP009617.1,"(59300, 59399)",43.0,85
NZ_CP009617.1,"(59400, 59499)",45.0,90
NZ_CP009617.1,"(59500, 59599)",46.0,92
NZ_CP009617.1,"(59600, 59699)",49.0,79
NZ_CP009617.1,"(59700, 59799)",52.0,71
NZ_CP009617.1,"(59800, 59899)",45.0,93
NZ_CP009617.1,"(59900, 59999)",51.0,78
NZ_CP009617.1,"(60000, 60099)",52.0,85
NZ_CP009617.1,"(60100, 60199)",44.0,61
NZ_CP009617.1,"(60200, 60299)",50.0,81
NZ_CP009617.1,"(60300, 60399)",46.0,51
NZ_CP009617.1,"(60400, 60499)",44.0,75
NZ_CP009617.1,"(60500, 60599)",42.0,67
NZ_CP009617.1,"(60600, 60699)",48.0,73
NZ_CP009617.1,"(60700, 60799)",48.0,74
NZ_CP009617.1,"(60800, 60899)",50.0,71
NZ_CP009617.1,"(60900, 60999)",49.0,67
NZ_CP009617.1,"(61000, 61099)",50.0,59
NZ_CP009617.1,"(61100, 61199)",46.0,71
NZ_CP009617.1,"(61200, 61299)",55.0,69
NZ_CP009617.1,"(61300, 61399)",60.0,49
NZ_CP009617.1,"(61400, 61499)",49.0,70
NZ_CP009617.1,"(61500, 61599)",41.0,82
NZ_CP009617.1,"(61600, 61699)",46.0,69
NZ_CP009617.1,"(61700, 61799)",55.0,55
NZ_CP009617.1,"(61800, 61899)",48.0,88
NZ_CP009617.1,"(61900, 61999)",52.0,78
NZ_CP009617.1,"(62000, 62099)",43.0,92
NZ_CP009617.1,"(62100, 62199)",43.0,74
NZ_CP009617.1,"(62200, 62299)",46.0,89
NZ_CP009617.1,"(62300, 62399)",59.0,68
NZ_CP009617.1,"(62400, 62499)",52.0,100
NZ_CP009617.1,"(62500, 62599)",47.0,77
NZ_CP009617.1,"(62600, 62699)",52.0,90
NZ_CP009617.1,"(62700, 62799)",46.0,86
NZ_CP009617.1,"(62800, 62899)",49.0,114
NZ_CP009617.1,"(62900, 62999)",43.0,102
NZ_CP009617.1,"(63000, 63099)",49.0,70
NZ_CP009617.1,"(63100, 63199)",48.0,85
NZ_CP009617.1,"(63200, 63299)",45.0,79
NZ_CP009617.1,"(63300, 63399)",52.0,66
NZ_CP009617.1,"(63400, 63499)",51.0,62
NZ_CP009617.1,"(63500, 63599)",50.0,90
NZ_CP009617.1,"(63600, 63699)",43.0,66
NZ_CP009617.1,"(63700, 63799)",55.0,62
NZ_CP009617.1,"(63800, 63899)",53.0,66
NZ_CP009617.1,"(63900, 63999)",45.0,66
NZ_CP009617.1,"(64000, 64099)",49.0,83
NZ_CP009617.1,"(64100, 64199)",46.0,92
NZ_CP009617.1,"(64200, 64299)",38.0,85
NZ_CP009617.1,"(64300, 64399)",51.0,62
NZ_CP009617.1,"(64400, 64499)",50.0,79
NZ_CP009617.1,"(64500, 64599)",49.0,78
NZ_CP009617.1,"(64600, 64699)",42.0,81
NZ_CP009617.1,"(64700, 64799)",52.0,84
NZ_CP009617.1,"(64800, 64899)",49.0,86
NZ_CP009617.1,"(64900, 64999)",53.0,53
NZ_CP009617.1,"(65000, 65099)",47.0,63
NZ_CP009617.1,"(65100, 65199)",47.0,74
NZ_CP009617.1,"(65200, 65299)",34.0,58
NZ_CP009617.1,"(65300, 65399)",53.0,63
NZ_CP009617.1,"(65400, 65499)",42.0,99
NZ_CP009617.1,"(65500, 65599)",53.0,79
NZ_CP009617.1,"(65600, 65699)",43.0,96
NZ_CP009617.1,"(65700, 65799)",49.0,69
NZ_CP009617.1,"(65800, 65899)",57.0,87
NZ_CP009617.1,"(65900, 65999)",46.0,85
NZ_CP009617.1,"(66000, 66099)",49.0,95
NZ_CP009617.1,"(66100, 66199)",53.0,77
NZ_CP009617.1,"(66200, 66299)",44.0,78
NZ_CP009617.1,"(66300, 66399)",52.0,78
NZ_CP009617.1,"(66400, 66499)",49.0,65
NZ_CP009617.1,"(66500, 66599)",55.0,82
NZ_CP009617.1,"(66600, 66699)",48.0,84
NZ_CP009617.1,"(66700, 66799)",44.0,129
NZ_CP009617.1,"(66800, 66899)",52.0,55
NZ_CP009617.1,"(66900, 66999)",46.0,58
NZ_CP009617.1,"(67000, 67099)",54.0,81
NZ_CP009617.1,"(67100, 67199)",48.0,70
NZ_CP009617.1,"(67200, 67299)",45.0,80
NZ_CP009617.1,"(67300, 67399)",50.0,59
NZ_CP009617.1,"(67400, 67499)",48.0,66
NZ_CP009617.1,"(67500, 67599)",42.0,79
NZ_CP009617.1,"(67600, 67699)",44.0,75
NZ_CP009617.1,"(67700, 67799)",47.0,84
NZ_CP009617.1,"(67800, 67899)",47.0,62
NZ_CP009617.1,"(67900, 67999)",55.0,69
NZ_CP009617.1,"(68000, 68099)",53.0,70
NZ_CP009617.1,"(68100, 68199)",51.0,76
NZ_CP009617.1,"(68200, 68299)",50.0,77
NZ_CP009617.1,"(68300, 68399)",50.0,84
NZ_CP009617.1,"(68400, 68499)",55.0,71
NZ_CP009617.1,"(68500, 68599)",52.0,79
NZ_CP009617.1,"(68600, 68699)",49.0,86
NZ_CP009617.1,"(68700, 68799)",38.0,51
NZ_CP009617.1,"(68800, 68899)",42.0,136
NZ_CP009617.1,"(68900, 68999)",44.0,71
NZ_CP009617.1,"(69000, 69099)",42.0,89
NZ_CP009617.1,"(69100, 69199)",36.0,102
NZ_CP009617.1,"(69200, 69299)",31.0,115
NZ_CP009617.1,"(69300, 69399)",40.0,93
NZ_CP009617.1,"(69400, 69499)",40.0,113
NZ_CP009617.1,"(69500, 69599)",41.0,81
NZ_CP009617.1,"(69600, 69699)",27.0,132
NZ_CP009617.1,"(69700, 69799)",45.0,91
NZ_CP009617.1,"(69800, 69899)",42.0,91
NZ_CP009617.1,"(69900, 69999)",47.0,88
NZ_CP009617.1,"(70000, 70099)",48.0,76
NZ_CP009617.1,"(70100, 70199)",52.0,65
NZ_CP009617.1,"(70200, 70299)",52.0,72
NZ_CP009617.1,"(70300, 70399)",41.0,72
NZ_CP009617.1,"(70400, 70499)",47.0,67
NZ_CP009617.1,"(70500, 70599)",50.0,71
NZ_CP009617.1,"(70600, 70699)",50.0,50
NZ_CP009617.1,"(70700, 70799)",59.0,77
NZ_CP009617.1,"(70800, 70899)",47.0,73
NZ_CP009617.1,"(70900, 70999)",55.0,75
NZ_CP009617.1,"(71000, 71099)",50.0,79
NZ_CP009617.1,"(71100, 71199)",47.0,68
NZ_CP009617.1,"(71200, 71299)",52.0,86
NZ_CP009617.1,"(71300, 71399)",49.0,65
NZ_CP009617.1,"(71400, 71499)",47.0,90
NZ_CP009617.1,"(71500, 71599)",53.0,63
NZ_CP009617.1,"(71600, 71699)",49.0,86
NZ_CP009617.1,"(71700, 71799)",40.0,90
NZ_CP009617.1,"(71800, 71899)",51.0,83
NZ_CP009617.1,"(71900, 71999)",49.0,73
NZ_CP009617.1,"(72000, 72099)",53.0,80
NZ_CP009617.1,"(72100, 72199)",52.0,87
NZ_CP009617.1,"(72200, 72299)",46.0,79
NZ_CP009617.1,"(72300, 72399)",57.0,67
NZ_CP009617.1,"(72400, 72499)",48.0,80
NZ_CP009617.1,"(72500, 72599)",45.0,108
NZ_CP009617.1,"(72600, 72699)",44.0,100
NZ_CP009617.1,"(72700, 72799)",25.0,119
NZ_CP009617.1,"(72800, 72899)",43.0,103
NZ_CP009617.1,"(72900, 72999)",34.0,109
NZ_CP009617.1,"(73000, 73099)",30.0,83
NZ_CP009617.1,"(73100, 73199)",42.0,127
NZ_CP009617.1,"(73200, 73299)",44.0,104
NZ_CP009617.1,"(73300, 73399)",39.0,100
NZ_CP009617.1,"(73400, 73499)",52.0,94
NZ_CP009617.1,"(73500, 73599)",56.0,82
NZ_CP009617.1,"(73600, 73699)",51.0,84
NZ_CP009617.1,"(73700, 73799)",38.0,82
NZ_CP009617.1,"(73800, 73899)",46.0,64
NZ_CP009617.1,"(73900, 73999)",49.0,106
NZ_CP009617.1,"(74000, 74099)",38.0,80
NZ_CP009617.1,"(74100, 74199)",40.0,60
NZ_CP009617.1,"(74200, 74299)",43.0,66
NZ_CP009617.1,"(74300, 74399)",49.0,79
NZ_CP009617.1,"(74400, 74499)",51.0,74
NZ_CP009617.1,"(74500, 74599)",46.0,85
NZ_CP009617.1,"(74600, 74699)",47.0,72
NZ_CP009617.1,"(74700, 74799)",45.0,71
NZ_CP009617.1,"(74800, 74899)",44.0,84
NZ_CP009617.1,"(74900, 74999)",39.0,88
NZ_CP009617.1,"(75000, 75099)",30.0,95
NZ_CP009617.1,"(75100, 75199)",50.0,66
NZ_CP009617.1,"(75200, 75299)",46.0,73
NZ_CP009617.1,"(75300, 75399)",46.0,102
NZ_CP009617.1,"(75400, 75499)",36.0,93
NZ_CP009617.1,"(75500, 75599)",43.0,97
NZ_CP009617.1,"(75600, 75699)",46.0,83
NZ_CP009617.1,"(75700, 75799)",46.0,91
NZ_CP009617.1,"(75800, 75899)",50.0,98
NZ_CP009617.1,"(75900, 75999)",45.0,93
NZ_CP009617.1,"(76000, 76099)",45.0,99
NZ_CP009617.1,"(76100, 76199)",46.0,103
NZ_CP009617.1,"(76200, 76299)",40.0,94
NZ_CP009617.1,"(76300, 76399)",50.0,81
NZ_CP009617.1,"(76400, 76499)",48.0,93
NZ_CP009617.1,"(76500, 76599)",47.0,80
NZ_CP009617.1,"(76600, 76699)",45.0,106
NZ_CP009617.1,"(76700, 76799)",50.0,95
NZ_CP009617.1,"(76800, 76899)",49.0,104
NZ_CP009617.1,"(76900, 76999)",42.0,87
NZ_CP009617.1,"(77000, 77099)",43.0,92
NZ_CP009617.1,"(77100, 77199)",50.0,94
NZ_CP009617.1,"(77200, 77299)",44.0,98
NZ_CP009617.1,"(77300, 77399)",41.0,98
NZ_CP009617.1,"(77400, 77499)",48.0,77
NZ_CP009617.1,"(77500, 77599)",46.0,80
NZ_CP009617.1,"(77600, 77699)",49.0,71
NZ_CP009617.1,"(77700, 77799)",47.0,98
NZ_CP009617.1,"(77800, 77899)",50.0,92
NZ_CP009617.1,"(77900, 77999)",40.0,76
NZ_CP009617.1,"(78000, 78099)",42.0,76
NZ_CP009617.1,"(78100, 78199)",48.0,78
NZ_CP009617.1,"(78200, 78299)",48.0,83
NZ_CP009617.1,"(78300, 78399)",50.0,82
NZ_CP009617.1,"(78400, 78499)",50.0,79
NZ_CP009617.1,"(78500, 78599)",48.0,89
NZ_CP009617.1,"(78600, 78699)",40.0,85
NZ_CP009617.1,"(78700, 78799)",44.0,95
NZ_CP009617.1,"(78800, 78899)",43.0,82
NZ_CP009617.1,"(78900, 78999)",52.0,148
NZ_CP009617.1,"(79000, 79099)",46.0,90
NZ_CP009617.1,"(79100, 79199)",46.0,87
NZ_CP009617.1,"(79200, 79299)",53.0,101
NZ_CP009617.1,"(79300, 79399)",48.0,86
NZ_CP009617.1,"(79400, 79499)",46.0,87
NZ_CP009617.1,"(79500, 79599)",54.0,98
NZ_CP009617.1,"(79600, 79699)",46.0,99
NZ_CP009617.1,"(79700, 79799)",48.0,97
NZ_CP009617.1,"(79800, 79899)",31.0,133
NZ_CP009617.1,"(79900, 79999)",42.0,89
NZ_CP009617.1,"(80000, 80099)",47.0,90
NZ_CP009617.1,"(80100, 80199)",51.0,89
NZ_CP009617.1,"(80200, 80299)",45.0,84
NZ_CP009617.1,"(80300, 80399)",49.0,81
NZ_CP009617.1,"(80400, 80499)",48.0,64
NZ_CP009617.1,"(80500, 80599)",56.0,79
NZ_CP009617.1,"(80600, 80699)",43.0,70
NZ_CP009617.1,"(80700, 80799)",51.0,89
NZ_CP009617.1,"(80800, 80899)",49.0,61
NZ_CP009617.1,"(80900, 80999)",51.0,92
NZ_CP009617.1,"(81000, 81099)",47.0,114
NZ_CP009617.1,"(81100, 81199)",49.0,98
NZ_CP009617.1,"(81200, 81299)",43.0,109
NZ_CP009617.1,"(81300, 81399)",47.0,102
NZ_CP009617.1,"(81400, 81499)",46.0,115
NZ_CP009617.1,"(81500, 81599)",34.0,112
NZ_CP009617.1,"(81600, 81699)",41.0,112
NZ_CP009617.1,"(81700, 81799)",45.0,70
NZ_CP009617.1,"(81800, 81899)",51.0,104
NZ_CP009617.1,"(81900, 81999)",50.0,82
NZ_CP009617.1,"(82000, 82099)",36.0,94
NZ_CP009617.1,"(82100, 82199)",42.0,83
NZ_CP009617.1,"(82200, 82299)",47.0,86
NZ_CP009617.1,"(82300, 82399)",50.0,77
NZ_CP009617.1,"(82400, 82499)",58.0,63
NZ_CP009617.1,"(82500, 82599)",46.0,78
NZ_CP009617.1,"(82600, 82699)",53.0,68
NZ_CP009617.1,"(82700, 82799)",49.0,97
NZ_CP009617.1,"(82800, 82899)",50.0,55
NZ_CP009617.1,"(82900, 82999)",51.0,69
NZ_CP009617.1,"(83000, 83099)",52.0,76
NZ_CP009617.1,"(83100, 83199)",49.0,102
NZ_CP009617.1,"(83200, 83299)",44.0,80
NZ_CP009617.1,"(83300, 83399)",49.0,96
NZ_CP009617.1,"(83400, 83499)",56.0,81
NZ_CP009617.1,"(83500, 83599)",46.0,81
NZ_CP009617.1,"(83600, 83699)",51.0,90
NZ_CP009617.1,"(83700, 83799)",51.0,96
NZ_CP009617.1,"(83800, 83899)",45.0,83
NZ_CP009617.1,"(83900, 83999)",54.0,77
NZ_CP009617.1,"(84000, 84099)",51.0,70
NZ_CP009617.1,"(84100, 84199)",51.0,88
NZ_CP009617.1,"(84200, 84299)",48.0,82
NZ_CP009617.1,"(84300, 84399)",47.0,86
NZ_CP009617.1,"(84400, 84499)",52.0,74
NZ_CP009617.1,"(84500, 84599)",48.0,66
NZ_CP009617.1,"(84600, 84699)",49.0,90
NZ_CP009617.1,"(84700, 84799)",50.0,75
NZ_CP009617.1,"(84800, 84899)",46.0,78
NZ_CP009617.1,"(84900, 84999)",51.0,77
NZ_CP009617.1,"(85000, 85099)",47.0,72
NZ_CP009617.1,"(85100, 85199)",53.0,91
NZ_CP009617.1,"(85200, 85299)",43.0,70
NZ_CP009617.1,"(85300, 85399)",47.0,70
NZ_CP009617.1,"(85400, 85499)",49.0,79
NZ_CP009617.1,"(85500, 85599)",45.0,95
NZ_CP009617.1,"(85600, 85699)",48.0,88
NZ_CP009617.1,"(85700, 85799)",47.0,73
NZ_CP009617.1,"(85800, 85899)",47.0,86
NZ_CP009617.1,"(85900, 85999)",47.0,97
NZ_CP009617.1,"(86000, 86099)",48.0,73
NZ_CP009617.1,"(86100, 86199)",43.0,83
NZ_CP009617.1,"(86200, 86299)",51.0,99
NZ_CP009617.1,"(86300, 86399)",45.0,79
NZ_CP009617.1,"(86400, 86499)",40.0,102
NZ_CP009617.1,"(86500, 86599)",50.0,99
NZ_CP009617.1,"(86600, 86699)",42.0,81
NZ_CP009617.1,"(86700, 86799)",43.0,91
NZ_CP009617.1,"(86800, 86899)",46.0,67
NZ_CP009617.1,"(86900, 86999)",52.0,103
NZ_CP009617.1,"(87000, 87099)",38.0,83
NZ_CP009617.1,"(87100, 87199)",31.0,89
NZ_CP009617.1,"(87200, 87299)",45.0,68
NZ_CP009617.1,"(87300, 87399)",47.0,84
NZ_CP009617.1,"(87400, 87499)",50.0,84
NZ_CP009617.1,"(87500, 87599)",40.0,75
NZ_CP009617.1,"(87600, 87699)",46.0,66
NZ_CP009617.1,"(87700, 87799)",45.0,78
NZ_CP009617.1,"(87800, 87899)",47.0,58
NZ_CP009617.1,"(87900, 87999)",53.0,64
NZ_CP009617.1,"(88000, 88099)",44.0,61
NZ_CP009617.1,"(88100, 88199)",45.0,82
NZ_CP009617.1,"(88200, 88299)",49.0,67
NZ_CP009617.1,"(88300, 88399)",46.0,76
NZ_CP009617.1,"(88400, 88499)",47.0,73
NZ_CP009617.1,"(88500, 88599)",54.0,61
NZ_CP009617.1,"(88600, 88699)",52.0,55
NZ_CP009617.1,"(88700, 88799)",47.0,80
NZ_CP009617.1,"(88800, 88899)",48.0,79
NZ_CP009617.1,"(88900, 88999)",43.0,79
NZ_CP009617.1,"(89000, 89099)",53.0,68
NZ_CP009617.1,"(89100, 89199)",48.0,90
NZ_CP009617.1,"(89200, 89299)",44.0,106
NZ_CP009617.1,"(89300, 89399)",44.0,97
NZ_CP009617.1,"(89400, 89499)",51.0,84
NZ_CP009617.1,"(89500, 89599)",56.0,89
NZ_CP009617.1,"(89600, 89699)",45.0,94
NZ_CP009617.1,"(89700, 89799)",39.0,116
NZ_CP009617.1,"(89800, 89899)",35.0,122
NZ_CP009617.1,"(89900, 89999)",37.0,130
NZ_CP009617.1,"(90000, 90099)",56.0,121
NZ_CP009617.1,"(90100, 90199)",48.0,125
NZ_CP009617.1,"(90200, 90299)",45.0,142
NZ_CP009617.1,"(90300, 90399)",50.0,70
NZ_CP009617.1,"(90400, 90499)",51.0,111
NZ_CP009617.1,"(90500, 90599)",51.0,238
NZ_CP009617.1,"(90600, 90699)",40.0,83
NZ_CP009617.1,"(90700, 90799)",38.0,0
NZ_CP009617.1,"(90800, 90899)",51.0,0
NZ_CP009617.1,"(90900, 90999)",40.0,127
NZ_CP009617.1,"(91000, 91099)",32.0,16
NZ_CP009617.1,"(91100, 91199)",22.0,46
NZ_CP009617.1,"(91200, 91299)",28.0,63
NZ_CP009617.1,"(91300, 91399)",32.0,159
NZ_CP009617.1,"(91400, 91499)",38.0,105
NZ_CP009617.1,"(91500, 91599)",39.0,76
NZ_CP009617.1,"(91600, 91699)",50.0,78
NZ_CP009617.1,"(91700, 91799)",54.0,89
NZ_CP009617.1,"(91800, 91899)",41.0,69
NZ_CP009617.1,"(91900, 91999)",51.0,86
NZ_CP009617.1,"(92000, 92099)",56.0,78
NZ_CP009617.1,"(92100, 92199)",46.0,83
NZ_CP009617.1,"(92200, 92299)",50.0,78
NZ_CP009617.1,"(92300, 92399)",49.0,96
NZ_CP009617.1,"(92400, 92499)",48.0,97
NZ_CP009617.1,"(92500, 92599)",46.0,58
NZ_CP009617.1,"(92600, 92699)",52.0,79
NZ_CP009617.1,"(92700, 92799)",48.0,69
NZ_CP009617.1,"(92800, 92899)",50.0,89
NZ_CP009617.1,"(92900, 92999)",54.0,63
NZ_CP009617.1,"(93000, 93099)",37.0,102
NZ_CP009617.1,"(93100, 93199)",52.0,83
NZ_CP009617.1,"(93200, 93299)",38.0,95
NZ_CP009617.1,"(93300, 93399)",39.0,118
NZ_CP009617.1,"(93400, 93499)",54.0,94
NZ_CP009617.1,"(93500, 93599)",42.0,103
NZ_CP009617.1,"(93600, 93699)",48.0,78
NZ_CP009617.1,"(93700, 93799)",44.0,90
NZ_CP009617.1,"(93800, 93899)",49.0,86
NZ_CP009617.1,"(93900, 93999)",48.0,84
NZ_CP009617.1,"(94000, 94099)",48.0,71
NZ_CP009617.1,"(94100, 94199)",47.0,68
NZ_CP009617.1,"(94200, 94299)",49.0,91
NZ_CP009617.1,"(94300, 94399)",52.0,74
NZ_CP009617.1,"(94400, 94499)",50.0,85
NZ_CP009617.1,"(94500, 94599)",48.0,78
NZ_CP009617.1,"(94600, 94699)",44.0,90
NZ_CP009617.1,"(94700, 94799)",48.0,85
NZ_CP009617.1,"(94800, 94899)",51.0,78
NZ_CP009617.1,"(94900, 94999)",42.0,76
NZ_CP009617.1,"(95000, 95099)",43.0,86
NZ_CP009617.1,"(95100, 95199)",49.0,89
NZ_CP009617.1,"(95200, 95299)",53.0,78
NZ_CP009617.1,"(95300, 95399)",48.0,73
NZ_CP009617.1,"(95400, 95499)",44.0,82
NZ_CP009617.1,"(95500, 95599)",54.0,80
NZ_CP009617.1,"(95600, 95699)",45.0,72
NZ_CP009617.1,"(95700, 95799)",48.0,69
NZ_CP009617.1,"(95800, 95899)",51.0,77
NZ_CP009617.1,"(95900, 95999)",45.0,61
NZ_CP009617.1,"(96000, 96099)",51.0,77
NZ_CP009617.1,"(96100, 96199)",44.0,67
NZ_CP009617.1,"(96200, 96299)",52.0,52
NZ_CP009617.1,"(96300, 96399)",50.0,54
NZ_CP009617.1,"(96400, 96499)",50.0,63
NZ_CP009617.1,"(96500, 96599)",46.0,78
NZ_CP009617.1,"(96600, 96699)",52.0,60
NZ_CP009617.1,"(96700, 96799)",51.0,61
NZ_CP009617.1,"(96800, 96899)",49.0,108
NZ_CP009617.1,"(96900, 96999)",42.0,75
NZ_CP009617.1,"(97000, 97099)",38.0,117
NZ_CP009617.1,"(97100, 97199)",37.0,108
NZ_CP009617.1,"(97200, 97299)",47.0,97
NZ_CP009617.1,"(97300, 97399)",53.0,77
NZ_CP009617.1,"(97400, 97499)",46.0,105
NZ_CP009617.1,"(97500, 97599)",49.0,100
NZ_CP009617.1,"(97600, 97699)",58.0,71
NZ_CP009617.1,"(97700, 97799)",50.0,70
NZ_CP009617.1,"(97800, 97899)",45.0,84
NZ_CP009617.1,"(97900, 97999)",49.0,80
NZ_CP009617.1,"(98000, 98099)",47.0,84
NZ_CP009617.1,"(98100, 98199)",38.0,90
NZ_CP009617.1,"(98200, 98299)",49.0,93
NZ_CP009617.1,"(98300, 98399)",45.0,84
NZ_CP009617.1,"(98400, 98499)",46.0,88
NZ_CP009617.1,"(98500, 98599)",43.0,61
NZ_CP009617.1,"(98600, 98699)",51.0,62
NZ_CP009617.1,"(98700, 98799)",46.0,92
NZ_CP009617.1,"(98800, 98899)",42.0,98
NZ_CP009617.1,"(98900, 98999)",36.0,100
NZ_CP009617.1,"(99000, 99099)",46.0,64
NZ_CP009617.1,"(99100, 99199)",49.0,74
NZ_CP009617.1,"(99200, 99299)",49.0,76
NZ_CP009617.1,"(99300, 99399)",50.0,77
NZ_CP009617.1,"(99400, 99499)",44.0,73
NZ_CP009617.1,"(99500, 99599)",58.0,79
NZ_CP009617.1,"(99600, 99699)",46.0,69
NZ_CP009617.1,"(99700, 99799)",44.0,86
NZ_CP009617.1,"(99800, 99899)",47.0,63
NZ_CP009617.1,"(99900, 99999)",45.0,71
NZ_CP009617.1,"(100000, 100099)",46.0,88
NZ_CP009617.1,"(100100, 100199)",48.0,66
NZ_CP009617.1,"(100200, 100299)",38.0,91
NZ_CP009617.1,"(100300, 100399)",48.0,72
NZ_CP009617.1,"(100400, 100499)",45.0,85
NZ_CP009617.1,"(100500, 100599)",45.0,74
NZ_CP009617.1,"(100600, 100699)",42.0,73
NZ_CP009617.1,"(100700, 100799)",55.0,79
NZ_CP009617.1,"(100800, 100899)",47.0,68
NZ_CP009617.1,"(100900, 100999)",47.0,91
NZ_CP009617.1,"(101000, 101099)",44.0,75
NZ_CP009617.1,"(101100, 101199)",44.0,67
NZ_CP009617.1,"(101200, 101299)",46.0,79
NZ_CP009617.1,"(101300, 101399)",52.0,69
NZ_CP009617.1,"(101400, 101499)",45.0,91
NZ_CP009617.1,"(101500, 101599)",40.0,84
NZ_CP009617.1,"(101600, 101699)",41.0,78
NZ_CP009617.1,"(101700, 101799)",22.0,96
NZ_CP009617.1,"(101800, 101899)",30.0,90
NZ_CP009617.1,"(101900, 101999)",47.0,90
NZ_CP009617.1,"(102000, 102099)",45.0,74
NZ_CP009617.1,"(102100, 102199)",55.0,76
NZ_CP009617.1,"(102200, 102299)",53.0,69
NZ_CP009617.1,"(102300, 102399)",40.0,72
NZ_CP009617.1,"(102400, 102499)",51.0,73
NZ_CP009617.1,"(102500, 102599)",47.0,66
NZ_CP009617.1,"(102600, 102699)",45.0,91
NZ_CP009617.1,"(102700, 102799)",46.0,90
NZ_CP009617.1,"(102800, 102899)",40.0,108
NZ_CP009617.1,"(102900, 102999)",38.0,94
NZ_CP009617.1,"(103000, 103099)",44.0,81
NZ_CP009617.1,"(103100, 103199)",54.0,86
NZ_CP009617.1,"(103200, 103299)",50.0,79
NZ_CP009617.1,"(103300, 103399)",44.0,87
NZ_CP009617.1,"(103400, 103499)",46.0,80
NZ_CP009617.1,"(103500, 103599)",49.0,90
